architecture,train_time,avg_time_epoch,mse,mse_std,rmse,rmse_std,mape,mape_std,mae,mae_std
BiLSTM_L1_U8,2.3366644382476807,2.2625486056009927,0.034158154080311455,0.0005288555360241291,0.18481554090976715,0.0014339734262218482,65211.686197916664,12871.162185736794,0.11745519191026688,0.0015655910959241452
BiLSTM_L1_U8,2.643459955851237,2.5518675645192466,0.018783971046408016,0.000319347806351076,0.13705130914847055,0.0011679121563151777,263872.3489583333,13254.50595917332,0.0824122503399849,0.001953546497426267
BiLSTM_L1_U8,2.289543390274048,2.217973073323568,0.019314699495832127,0.0001022762788674085,0.13897701104482016,0.0003678703988850846,58894.520833333336,4124.411424808946,0.07503833870093028,0.002642165683066586
BiLSTM_L1_U8,2.3708171049753823,2.281710942586263,0.02269041972855727,0.0003018515502226653,0.15063116947809854,0.0010033616636986897,162429.94270833334,5993.285260925879,0.06325701375802358,0.0005605477871710345
BiLSTM_L1_U8,2.1938793659210205,2.1225109100341797,0.014431155286729336,0.00033891529395892845,0.12012424816687901,0.0014075838957941786,69433.34895833333,827.2309532828019,0.07953820377588272,0.001617414610676062
BiLSTM_L1_U8,2.338832457860311,2.2627593676249185,0.020389878501494724,0.0005504417371000778,0.14278439184029898,0.0019348596990733157,92621.34635416667,5058.828400906208,0.09988278647263844,0.0012775146972883256
BiLSTM_L1_U8,2.774878819783529,2.6925721963246665,0.018514190490047138,0.0009561029616307228,0.13603644569714865,0.0035234084083387387,95372.42708333333,13908.99247555181,0.0801818569501241,0.004442071627382251
BiLSTM_L1_U8,2.3466780185699463,2.269533395767212,0.0322419156630834,0.003055358927193778,0.17942838370800018,0.008429559555353626,27839.04296875,6028.925192375959,0.1135937695701917,0.005163983779223892
BiLSTM_L1_U8,2.3079397678375244,2.2295734882354736,0.029858532051245373,0.0012945404250511462,0.17276886105537415,0.003765244708294408,88.31166585286458,8.836617014760993,0.10718113432327907,0.0042378216172481616
BiLSTM_L1_U8,2.210132916768392,2.13734499613444,0.015205989902218183,0.0002952900929379993,0.12330867846806844,0.0011995655549412875,2201784.3333333335,14754.091899226918,0.07427489509185155,0.0009916719543587775
BiLSTM_L1_U8,4.432453473409017,4.350864807764689,0.015705603174865246,0.00031200755169998674,0.1253178765376409,0.0012452541691067459,106341.79166666667,24711.559802661457,0.08198710282643636,0.0015886677721359422
BiLSTM_L1_U8,2.2400843302408853,2.1655170917510986,0.012276253663003445,0.00010157716111487034,0.1107976237932841,0.0004586795005947536,111627.5625,5359.367991995008,0.07107597837845485,0.0016884131618136366
BiLSTM_L1_U8,2.2935343583424888,2.2192554473876953,0.01935143582522869,0.00038331213666514417,0.13910486797491708,0.001380959770382074,98820.1328125,25559.972924981383,0.08536514888207118,0.003063355009319574
BiLSTM_L1_U8,2.394137700398763,2.322575251261393,0.02093082604308923,8.872646056406668e-05,0.14467468361059824,0.00030682846422745334,119861.65104166667,6281.944587243708,0.09205396970113118,0.0012499883623941872
BiLSTM_L1_U8,2.2041684786478677,2.132452646891276,0.009646022381881872,2.4661368708897306e-05,0.09821411470572154,0.00012556473279703325,114531.76822916667,6450.385125459098,0.0526024599870046,0.0009378922060020226
BiLSTM_L1_U8,2.209242900212606,2.1368330319722495,0.014933530862132708,0.0002693854622068614,0.12219953040281932,0.001099388291667146,112176.859375,3245.421329450439,0.07688846687475841,0.0010458720799904303
BiLSTM_L1_U8,2.165442864100138,2.0937719345092773,0.018692454944054287,0.0002997306539866306,0.1367174138625463,0.001097922662576,248438.13541666666,28444.31547463637,0.08624798556168874,0.0005802784520213874
BiLSTM_L1_U8,2.2400737603505454,2.1687962214152017,0.015346189339955648,0.0008041257974484913,0.1238517885406812,0.003222583193756562,129985.36979166667,8902.137315613092,0.0787967915336291,0.0008246126294821843
BiLSTM_L1_U8,2.6035937468210855,2.5267128944396973,0.01320594735443592,0.0004617020317409345,0.1149055411418279,0.001999169358404114,94687.67447916667,5751.699749965505,0.0629470447699229,0.0009251849147166719
BiLSTM_L1_U8,2.2022921244303384,2.1306850910186768,0.03109945294757684,0.003274882364083904,0.17618215084075928,0.009431516749579457,351197.9166666667,21682.981707704632,0.1347546031077703,0.007958115974637924
