user,data_point,mse
user6,209,0.04882508
user6,210,0.042245694
user6,211,0.052566733
user6,212,0.049114205
user6,213,0.0415086
user6,214,0.030703915
user6,215,0.033853434
user6,216,0.03540062
user6,217,0.03628023
user6,218,0.035998274
user6,219,0.03438651
user6,220,0.033361223
user6,221,0.031364005
user6,222,0.03120345
user6,223,0.032534804
user6,224,0.031403977
user6,225,0.03405834
user6,226,0.031922378
user6,227,0.04061977
user6,228,0.031025218
user6,229,0.03238125
user6,230,0.034067616
user6,231,0.032830473
user6,232,0.06432121
user6,233,0.04162641
user6,234,0.048289783
user6,235,0.03910236
user6,236,0.055731535
user6,237,0.03579625
user6,238,0.031173669
user6,239,0.032523666
user6,240,0.035135083
user6,241,0.034482785
user6,242,0.03474616
user6,243,0.03435866
user6,244,0.033449642
user6,245,0.033695016
user6,246,0.043814994
user6,247,0.053399146
user6,248,0.030690508
user6,249,0.03299925
user6,250,0.034929886
user6,251,0.03552888
user6,252,0.035124145
user6,253,0.035031565
user6,254,0.033863213
user6,255,0.03270345
user6,256,0.058613308
user6,257,0.043213587
user6,258,0.0355248
user6,259,0.05344567
user6,260,0.037283994
user6,261,0.034430996
user6,262,0.031488948
user6,263,0.03531085
user6,264,0.036890592
user6,265,0.037766125
user6,266,0.037835166
user6,267,0.036066428
user6,268,0.03348034
user6,269,0.033528924
user6,270,0.033807106
user6,271,0.06343222
user6,272,0.038082592
user6,273,0.04965299
user6,274,0.03366594
user6,275,0.039839484
user6,276,0.040831372
user6,277,0.035033323
user6,278,0.031476922
user6,279,0.033164404
user6,280,0.06833705
user6,281,0.0623704
user6,282,0.05989503
user6,283,0.040907457
user6,284,0.036154088
user6,285,0.03314969
user6,286,0.031080585
user6,287,0.034808356
user6,288,0.038799174
user6,289,0.03944346
user6,290,0.037564006
user6,291,0.03685722
user6,292,0.033708483
user6,293,0.032013994
user6,294,0.030679643
user6,295,0.04166911
user6,296,0.04082275
user6,297,0.032827772
user6,298,0.034851022
user6,299,0.030766716
user6,300,0.03248391
user6,301,0.031104542
user6,302,0.03235911
user6,303,0.031473137
user6,304,0.03131722
user6,305,0.031307366
user6,306,0.034735527
user6,307,0.03209901
user6,308,0.043891035
user6,309,0.032292094
user6,310,0.03275953
user6,311,0.033687294
user6,312,0.03567586
user6,313,0.035803556
user6,314,0.035891153
user6,315,0.030955216
user6,316,0.030648222
user6,317,0.0348111
user6,318,0.031633493
user6,319,0.03232365
user6,320,0.030803837
user6,321,0.0466362
user6,322,0.030967595
user6,323,0.03410876
user6,324,0.0362952
user6,325,0.03523634
user6,326,0.035433784
user6,327,0.0350584
user6,328,0.068430886
user6,329,0.06740588
user6,330,0.033891913
user6,331,0.030721216
user6,332,0.033433016
user6,333,0.03266836
user6,334,0.03072352
user6,335,0.03510621
user6,336,0.03691737
user6,337,0.0374937
user6,338,0.037772283
user6,339,0.037311252
user6,340,0.036274597
user6,341,0.031222824
user6,342,0.04063221
user6,343,0.059106972
user6,344,0.060563885
user6,345,0.03384597
user6,346,0.031895988
user6,347,0.030975558
user6,348,0.03311675
user6,349,0.03403939
user6,350,0.031039687
user6,351,0.031243421
user6,352,0.03096504
user6,353,0.03773971
user6,354,0.037435114
user6,355,0.032686863
user6,356,0.053455234
user6,357,0.04192885
user6,358,0.035440084
user6,359,0.030662851
user6,360,0.033639967
user6,361,0.03555619
user6,362,0.037319314
user6,363,0.036923353
user6,364,0.03383371
user6,365,0.031983368
user6,366,0.031115858
user6,367,0.05520865
user6,368,0.032639652
user6,369,0.03919743
user6,370,0.040557522
user6,371,0.041494317
user6,372,0.03742194
user6,373,0.036112424
user6,374,0.03326107
user6,375,0.03563637
user6,376,0.059255663
user6,377,0.05522966
user6,378,0.04079316
user6,379,0.050213978
user6,380,0.034599587
user6,381,0.04870666
user6,382,0.030653665
user6,383,0.03460809
user6,384,0.035800807
user6,385,0.036893036
user6,386,0.036399566
user6,387,0.035928246
user6,388,0.032687094
user6,389,0.087715186
user6,390,0.034372546
user6,391,0.031230193
user6,392,0.03520806
user6,393,0.03734433
user6,394,0.032874342
user6,395,0.036941107
user6,396,0.12157238
user6,397,0.04285032
user6,398,0.031184237
user6,399,0.03091129
user6,400,0.030748041
user6,401,0.034054585
user6,402,0.046743
user6,403,0.032276444
user6,404,0.0377718
user6,405,0.036625903
user6,406,0.031203398
user6,407,0.031210419
user6,408,0.035434145
user6,409,0.037770953
user6,410,0.038359877
user6,411,0.03593474
user6,412,0.033886444
user6,413,0.031173889
user6,414,0.030849975
user6,415,0.04487069
user6,416,0.0475005
user6,417,0.030693572
user6,418,0.03241592
user6,419,0.040258307
user6,420,0.03165655
user6,421,0.031240892
user6,422,0.034677394
user6,423,0.036735304
user6,424,0.03370268
user6,425,0.035780333
user6,426,0.052578155
user6,427,0.03870448
user6,428,0.032559834
user6,429,0.031609233
user6,430,0.0307478
user6,431,0.035598963
user6,432,0.036944784
user6,433,0.03729844
user6,434,0.03689556
user6,435,0.033848334
user6,436,0.034259856
user6,437,0.030665498
user6,438,0.031346854
user6,439,0.034431238
user6,440,0.039437965
user6,441,0.044719275
user6,442,0.04571649
user6,443,0.043787554
user6,444,0.04094785
user6,445,0.042660337
user6,446,0.040378068
user6,447,0.03745526
user6,448,0.03404893
user6,449,0.056060903
user6,450,0.059551682
user6,451,0.050924245
user6,452,0.030651718
user6,453,0.030797018
user6,454,0.031764135
user6,455,0.031648897
user6,456,0.036534008
user6,457,0.038593456
user6,458,0.03816802
user6,459,0.037468985
user6,460,0.031460065
user6,461,0.030666938
user6,462,0.030735163
user6,463,0.033033207
user6,464,0.033913113
user6,465,0.037613276
user6,466,0.038328424
user6,467,0.039899275
user6,468,0.041144438
user6,469,0.040782027
user6,470,0.03617727
user6,471,0.033371564
user6,472,0.032309834
user6,473,0.04623375
user6,474,0.051464774
user6,475,0.046502907
user6,476,0.031319454
user6,477,0.031228079
user6,478,0.03206425
user6,479,0.036881078
user6,480,0.039941072
user6,481,0.04039383
user6,482,0.039374985
user6,483,0.037722897
user6,484,0.031349815
user6,485,0.030819284
user6,486,0.04410698
user6,487,0.030854102
user6,488,0.03618913
user6,489,0.032793548
user6,490,0.039083455
user6,491,0.037970245
user6,492,0.040486977
user6,493,0.03865763
user6,494,0.038703974
user6,495,0.036445763
user6,496,0.037680723
user6,497,0.056063917
user6,498,0.051608406
user6,499,0.036335845
user6,500,0.040263876
user6,501,0.04409733
user6,502,0.03489933
user6,503,0.03303265
user6,504,0.035048086
user6,505,0.03541722
user6,506,0.035324994
user6,507,0.035011787
user6,508,0.030731063
user6,509,0.030720593
user6,510,0.030762397
user6,511,0.03213139
user6,512,0.031978454
user6,513,0.036955647
user6,514,0.04098859
user6,515,0.041584246
user6,516,0.039060753
user6,517,0.03858105
user6,518,0.036507055
user6,519,0.033778343
user6,520,0.03392679
user6,521,0.048881527
user6,522,0.04921812
user6,523,0.04136842
user6,524,0.036210477
user6,525,0.03630716
user6,526,0.031732757
user6,527,0.03261008
user6,528,0.03565877
user6,529,0.036752317
user6,530,0.03572267
user6,531,0.034889244
user6,532,0.030927436
user6,533,0.030650867
user6,534,0.03078552
user6,535,0.088096194
user6,536,0.03178911
user6,537,0.040767584
user6,538,0.04224789
user6,539,0.039187595
user6,540,0.038979407
user6,541,0.036344226
user6,542,0.03606746
user6,543,0.03491835
user6,544,0.03190326
user6,545,0.045717273
user6,546,0.049492773
user6,547,0.036409702
user6,548,0.04087604
user6,549,0.035051845
user6,550,0.032445174
user6,551,0.034059756
user6,552,0.035996743
user6,553,0.036629178
user6,554,0.03648319
user6,555,0.03585051
user6,556,0.034129705
user6,557,0.031390235
user6,558,0.0306482
user6,559,0.047938034
user6,560,0.031598095
user6,561,0.036713798
user6,562,0.036647774
user6,563,0.033565853
user6,564,0.03606012
user6,565,0.037393138
user6,566,0.035640992
user6,567,0.0350574
user6,568,0.038844068
user6,569,0.03684999
user6,570,0.04113297
user6,571,0.031284012
user6,572,0.039876107
user6,573,0.04164084
user6,574,0.049226366
user6,575,0.031314645
user6,576,0.033615448
user6,577,0.03538617
user6,578,0.03551292
user6,579,0.03425319
user6,580,0.030676965
user6,581,0.035968848
user6,582,0.0709442
user6,583,0.043324444
user6,584,0.030674906
user6,585,0.032605283
user6,586,0.0351307
user6,587,0.03496386
user6,588,0.03669599
user6,589,0.036116973
user6,590,0.03463494
user6,591,0.03296868
user6,592,0.03102663
user6,593,0.04239883
user6,594,0.038676422
user6,595,0.043978088
user6,596,0.051449537
user6,597,0.047462124
user6,598,0.030804912
user6,599,0.031603616
user6,600,0.034309283
user6,601,0.03509282
user6,602,0.034856923
user6,603,0.03459149
user6,604,0.031517208
user6,605,0.032115277
user6,606,0.031000929
user6,607,0.033134498
user6,608,0.030657021
user6,609,0.03469879
user6,610,0.037949078
user6,611,0.036316976
user6,612,0.035751577
user6,613,0.036061544
user6,614,0.03500803
user6,615,0.033071354
user6,616,0.05292466
user6,617,0.04994329
user6,618,0.044137165
user6,619,0.048402313
user6,620,0.04667896
user6,621,0.047057632
user6,622,0.03489603
user6,623,0.032685384
user6,624,0.03203755
user6,625,0.03240048
user6,626,0.03304972
user6,627,0.033097796
user6,628,0.033102006
user6,629,0.031057414
user6,630,0.030835437
user6,631,0.034104925
user6,632,0.031442318
user6,633,0.042349137
user6,634,0.090141185
user6,635,0.0589251
user6,636,0.055830378
user6,637,0.04030225
user6,638,0.03261217
user6,639,0.030892853
user6,640,0.030969365
user6,641,0.035838954
user6,642,0.042461984
user6,643,0.049457908
user6,644,0.052308567
user6,645,0.04463186
user6,646,0.04525236
user6,647,0.041027408
user6,648,0.030846931
user6,649,0.03284677
user6,650,0.033808302
user6,651,0.03395438
user6,652,0.0330697
user6,653,0.03127051
user6,654,0.03084627
user6,655,0.031379417
user6,656,0.031002738
user6,657,0.032214925
user6,658,0.087805785
user6,659,0.32675597
user6,660,0.16618794
user6,661,0.09551557
user6,662,0.036243714
user6,663,0.03158154
user6,664,0.05043669
user6,665,0.030931182
user6,666,0.036030676
user6,667,0.040482257
user6,668,0.038567744
user6,669,0.037259713
user6,670,0.034332927
user6,671,0.03221563
user6,672,0.030651648
user6,673,0.03094208
user6,674,0.03155088
user6,675,0.031296555
user6,676,0.031077074
user6,677,0.03156858
user6,678,0.031162811
user6,679,0.03064824
user6,680,0.038035873
user6,681,0.09446931
user6,682,0.048603453
user6,683,0.03140185
user6,684,0.034542263
user6,685,0.036900062
user6,686,0.037322335
user6,687,0.03156874
user6,688,0.04581313
user6,689,0.043093406
user6,690,0.037089575
user6,691,0.037195686
user6,692,0.061449546
user6,693,0.035149723
user6,694,0.031614482
user6,695,0.031836487
user6,696,0.03451932
user6,697,0.035261422
user6,698,0.03558028
user6,699,0.034628335
user6,700,0.03064984
user6,701,0.031139854
user6,702,0.066163726
user6,703,0.06416343
user6,704,0.0647687
user6,705,0.038204793
user6,706,0.030883394
user6,707,0.0319668
user6,708,0.0351547
user6,709,0.03496201
user6,710,0.034723423
user6,711,0.032864604
user6,712,0.031086925
user6,713,0.039105654
user6,714,0.04354951
user6,715,0.039019875
user6,716,0.032148067
user6,717,0.03135628
user6,718,0.030672729
user6,719,0.030954514
user6,720,0.031437095
user6,721,0.031253368
user6,722,0.03124274
user6,723,0.030934168
user6,724,0.032264058
user6,725,0.036397006
user6,726,0.032350753
user6,727,0.04460494
user6,728,0.052863836
user6,729,0.031294122
user6,730,0.042341955
user6,731,0.03084007
user6,732,0.2868318
user6,733,0.039132282
user6,734,0.03097399
user6,735,0.031748112
user6,736,0.033488113
user6,737,0.034458164
user6,738,0.032918915
user6,739,0.031381354
user6,740,0.0365517
user6,741,0.030975603
user6,742,0.030648269
user6,743,0.030926745
user6,744,0.032186713
user6,745,0.03391468
user6,746,0.035341676
user6,747,0.03521729
user6,748,0.032226756
user6,749,0.03252818
user6,750,0.03530944
user6,751,0.030663036
user6,752,0.030659575
user6,753,0.031150935
user6,754,0.03313701
user6,755,0.032132618
user6,756,0.034189686
user6,757,0.03363566
user6,758,0.032349166
user6,759,0.031130396
user6,760,0.034553718
user6,761,0.03958005
user6,762,0.030682875
user6,763,0.03309119
user6,764,0.03065051
user6,765,0.032536708
user6,766,0.036466423
user6,767,0.0366546
user6,768,0.03739623
user6,769,0.03804473
user6,770,0.037580602
user6,771,0.03533941
user6,772,0.032739423
user6,773,0.032018676
user6,774,0.031599488
user6,775,0.054231327
user6,776,0.03547148
user6,777,0.03239497
user6,778,0.032422148
user6,779,0.031223325
user6,780,0.030749263
user6,781,0.030994855
user6,782,0.032452144
user6,783,0.032091465
user6,784,0.056814287
user6,785,0.048453636
user6,786,0.041712567
user6,787,0.03732743
user6,788,0.037107773
user6,789,0.0430168
user6,790,0.035278182
user6,791,0.033388685
user6,792,0.030882725
user6,793,0.030854391
user6,794,0.03166711
user6,795,0.0323252
user6,796,0.031089412
user6,797,0.033635065
user6,798,0.034661844
user6,799,0.030999767
user6,800,0.050104234
user6,801,0.03826414
user6,802,0.038703404
user6,803,0.03526267
user6,804,0.038138863
user6,805,0.031853873
user6,806,0.030883856
user6,807,0.030653063
user6,808,0.047808427
user6,809,0.052529097
user6,810,0.037611265
user6,811,0.03269214
user6,812,0.05457515
user6,813,0.052110784
user6,814,0.03774774
user6,815,0.03729791
user6,816,0.031049063
user6,817,0.03064853
user6,818,0.03098224
user6,819,0.031026829
user6,820,0.031133635
user6,821,0.03326488
user6,822,0.03139908
user6,823,0.030656379
user6,824,0.04133362
user6,825,0.05446646
user6,826,0.06937302
user6,827,0.31918985
user6,828,0.10514807
user6,829,0.031476192
user6,830,0.031641837
user6,831,0.032287832
user6,832,0.032584406
