user,data_point,mse,time_hour
user6,351,0.031243421,14:00
user6,352,0.03096504,15:00
user6,353,0.03773971,16:00
user6,354,0.037435114,17:00
user6,355,0.032686863,18:00
user6,356,0.053455234,19:00
user6,357,0.04192885,20:00
user6,358,0.035440084,21:00
user6,359,0.030662851,22:00
user6,360,0.033639967,23:00
user6,361,0.03555619,00:00
user6,362,0.037319314,01:00
user6,363,0.036923353,02:00
user6,364,0.03383371,03:00
user6,365,0.031983368,04:00
user6,366,0.031115858,05:00
user6,367,0.05520865,06:00
user6,368,0.032639652,07:00
user6,369,0.03919743,08:00
user6,370,0.040557522,09:00
user6,371,0.041494317,10:00
user6,372,0.03742194,11:00
user6,373,0.036112424,12:00
user6,374,0.03326107,13:00
user6,375,0.03563637,14:00
user6,376,0.059255663,15:00
user6,377,0.05522966,16:00
user6,378,0.04079316,17:00
user6,379,0.050213978,18:00
user6,380,0.034599587,19:00
user6,381,0.04870666,20:00
user6,382,0.030653665,21:00
user6,383,0.03460809,22:00
user6,384,0.035800807,23:00
user6,385,0.036893036,00:00
user6,386,0.036399566,01:00
user6,387,0.035928246,02:00
user6,388,0.032687094,03:00
user6,389,0.087715186,04:00
user6,390,0.034372546,05:00
user6,391,0.031230193,06:00
user6,392,0.03520806,07:00
user6,393,0.03734433,08:00
user6,394,0.032874342,09:00
user6,395,0.036941107,10:00
user6,396,0.12157238,11:00
user6,397,0.04285032,12:00
user6,398,0.031184237,13:00
user6,399,0.03091129,14:00
user6,400,0.030748041,15:00
user6,401,0.034054585,16:00
user6,402,0.046743,17:00
user6,403,0.032276444,18:00
user6,404,0.0377718,19:00
user6,405,0.036625903,20:00
user6,406,0.031203398,21:00
user6,407,0.031210419,22:00
user6,408,0.035434145,23:00
user6,409,0.037770953,00:00
user6,410,0.038359877,01:00
user6,411,0.03593474,02:00
user6,412,0.033886444,03:00
user6,413,0.031173889,04:00
user6,414,0.030849975,05:00
user6,415,0.04487069,06:00
user6,416,0.0475005,07:00
user6,417,0.030693572,08:00
user6,418,0.03241592,09:00
user6,419,0.040258307,10:00
user6,420,0.03165655,11:00
user6,421,0.031240892,12:00
user6,422,0.034677394,13:00
user6,423,0.036735304,14:00
user6,424,0.03370268,15:00
user6,425,0.035780333,16:00
user6,426,0.052578155,17:00
user6,427,0.03870448,18:00
user6,428,0.032559834,19:00
user6,429,0.031609233,20:00
user6,430,0.0307478,21:00
user6,431,0.035598963,22:00
user6,432,0.036944784,23:00
user6,433,0.03729844,00:00
user6,434,0.03689556,01:00
user6,435,0.033848334,02:00
user6,436,0.034259856,03:00
user6,437,0.030665498,04:00
user6,438,0.031346854,05:00
user6,439,0.034431238,06:00
user6,440,0.039437965,07:00
user6,441,0.044719275,08:00
user6,442,0.04571649,09:00
user6,443,0.043787554,10:00
user6,444,0.04094785,11:00
user6,445,0.042660337,12:00
user6,446,0.040378068,13:00
user6,447,0.03745526,14:00
user6,448,0.03404893,15:00
user6,449,0.056060903,16:00
user6,450,0.059551682,17:00
user6,451,0.050924245,18:00
user6,452,0.030651718,19:00
user6,453,0.030797018,20:00
user6,454,0.031764135,21:00
user6,455,0.031648897,22:00
user6,456,0.036534008,23:00
user6,457,0.038593456,00:00
user6,458,0.03816802,01:00
user6,459,0.037468985,02:00
user6,460,0.031460065,03:00
user6,461,0.030666938,04:00
user6,462,0.030735163,05:00
user6,463,0.033033207,06:00
user6,464,0.033913113,07:00
user6,465,0.037613276,08:00
user6,466,0.038328424,09:00
user6,467,0.039899275,10:00
user6,468,0.041144438,11:00
user6,469,0.040782027,12:00
user6,470,0.03617727,13:00
user6,471,0.033371564,14:00
user6,472,0.032309834,15:00
user6,473,0.04623375,16:00
user6,474,0.051464774,17:00
user6,475,0.046502907,18:00
user6,476,0.031319454,19:00
user6,477,0.031228079,20:00
user6,478,0.03206425,21:00
user6,479,0.036881078,22:00
user6,480,0.039941072,23:00
user6,481,0.04039383,00:00
user6,482,0.039374985,01:00
user6,483,0.037722897,02:00
user6,484,0.031349815,03:00
user6,485,0.030819284,04:00
user6,486,0.04410698,05:00
user6,487,0.030854102,06:00
user6,488,0.03618913,07:00
user6,489,0.032793548,08:00
user6,490,0.039083455,09:00
user6,491,0.037970245,10:00
user6,492,0.040486977,11:00
user6,493,0.03865763,12:00
user6,494,0.038703974,13:00
user6,495,0.036445763,14:00
user6,496,0.037680723,15:00
user6,497,0.056063917,16:00
user6,498,0.051608406,17:00
user6,499,0.036335845,18:00
user6,500,0.040263876,19:00
user6,501,0.04409733,20:00
user6,502,0.03489933,21:00
user6,503,0.03303265,22:00
user6,504,0.035048086,23:00
user6,505,0.03541722,00:00
user6,506,0.035324994,01:00
user6,507,0.035011787,02:00
user6,508,0.030731063,03:00
user6,509,0.030720593,04:00
user6,510,0.030762397,05:00
user6,511,0.03213139,06:00
user6,512,0.031978454,07:00
user6,513,0.036955647,08:00
user6,514,0.04098859,09:00
user6,515,0.041584246,10:00
user6,516,0.039060753,11:00
user6,517,0.03858105,12:00
user6,518,0.036507055,13:00
user6,519,0.033778343,14:00
user6,520,0.03392679,15:00
user6,521,0.048881527,16:00
user6,522,0.04921812,17:00
user6,523,0.04136842,18:00
user6,524,0.036210477,19:00
user6,525,0.03630716,20:00
user6,526,0.031732757,21:00
user6,527,0.03261008,22:00
user6,528,0.03565877,23:00
user6,529,0.036752317,00:00
user6,530,0.03572267,01:00
user6,531,0.034889244,02:00
user6,532,0.030927436,03:00
user6,533,0.030650867,04:00
user6,534,0.03078552,05:00
user6,535,0.088096194,06:00
user6,536,0.03178911,07:00
user6,537,0.040767584,08:00
user6,538,0.04224789,09:00
user6,539,0.039187595,10:00
user6,540,0.038979407,11:00
user6,541,0.036344226,12:00
user6,542,0.03606746,13:00
user6,543,0.03491835,14:00
user6,544,0.03190326,15:00
user6,545,0.045717273,16:00
user6,546,0.049492773,17:00
user6,547,0.036409702,18:00
user6,548,0.04087604,19:00
user6,549,0.035051845,20:00
user6,550,0.032445174,21:00
user6,551,0.034059756,22:00
user6,552,0.035996743,23:00
user6,553,0.036629178,00:00
user6,554,0.03648319,01:00
user6,555,0.03585051,02:00
user6,556,0.034129705,03:00
user6,557,0.031390235,04:00
user6,558,0.0306482,05:00
user6,559,0.047938034,06:00
user6,560,0.031598095,07:00
user6,561,0.036713798,08:00
user6,562,0.036647774,09:00
user6,563,0.033565853,10:00
user6,564,0.03606012,11:00
user6,565,0.037393138,12:00
user6,566,0.035640992,13:00
user6,567,0.0350574,14:00
user6,568,0.038844068,15:00
user6,569,0.03684999,16:00
user6,570,0.04113297,17:00
user6,571,0.031284012,18:00
user6,572,0.039876107,19:00
user6,573,0.04164084,20:00
user6,574,0.049226366,21:00
user6,575,0.031314645,22:00
user6,576,0.033615448,23:00
user6,577,0.03538617,00:00
user6,578,0.03551292,01:00
user6,579,0.03425319,02:00
user6,580,0.030676965,03:00
user6,581,0.035968848,04:00
user6,582,0.0709442,05:00
user6,583,0.043324444,06:00
user6,584,0.030674906,07:00
user6,585,0.032605283,08:00
user6,586,0.0351307,09:00
user6,587,0.03496386,10:00
user6,588,0.03669599,11:00
user6,589,0.036116973,12:00
user6,590,0.03463494,13:00
user6,591,0.03296868,14:00
user6,592,0.03102663,15:00
user6,593,0.04239883,16:00
user6,594,0.038676422,17:00
user6,595,0.043978088,18:00
user6,596,0.051449537,19:00
user6,597,0.047462124,20:00
user6,598,0.030804912,21:00
user6,599,0.031603616,22:00
user6,600,0.034309283,23:00
user6,601,0.03509282,00:00
user6,602,0.034856923,01:00
user6,603,0.03459149,02:00
user6,604,0.031517208,03:00
user6,605,0.032115277,04:00
user6,606,0.031000929,05:00
user6,607,0.033134498,06:00
user6,608,0.030657021,07:00
user6,609,0.03469879,08:00
user6,610,0.037949078,09:00
user6,611,0.036316976,10:00
user6,612,0.035751577,11:00
user6,613,0.036061544,12:00
user6,614,0.03500803,13:00
user6,615,0.033071354,14:00
user6,616,0.05292466,15:00
user6,617,0.04994329,16:00
user6,618,0.044137165,17:00
user6,619,0.048402313,18:00
user6,620,0.04667896,19:00
user6,621,0.047057632,20:00
user6,622,0.03489603,21:00
user6,623,0.032685384,22:00
user6,624,0.03203755,23:00
user6,625,0.03240048,00:00
user6,626,0.03304972,01:00
user6,627,0.033097796,02:00
user6,628,0.033102006,03:00
user6,629,0.031057414,04:00
user6,630,0.030835437,05:00
user6,631,0.034104925,06:00
user6,632,0.031442318,07:00
user6,633,0.042349137,08:00
user6,634,0.090141185,09:00
user6,635,0.0589251,10:00
user6,636,0.055830378,11:00
user6,637,0.04030225,12:00
user6,638,0.03261217,13:00
user6,639,0.030892853,14:00
user6,640,0.030969365,15:00
user6,641,0.035838954,16:00
user6,642,0.042461984,17:00
user6,643,0.049457908,18:00
user6,644,0.052308567,19:00
user6,645,0.04463186,20:00
user6,646,0.04525236,21:00
user6,647,0.041027408,22:00
user6,648,0.030846931,23:00
user6,649,0.03284677,00:00
user6,650,0.033808302,01:00
user6,651,0.03395438,02:00
user6,652,0.0330697,03:00
user6,653,0.03127051,04:00
user6,654,0.03084627,05:00
user6,655,0.031379417,06:00
user6,656,0.031002738,07:00
user6,657,0.032214925,08:00
user6,658,0.087805785,09:00
user6,659,0.32675597,10:00
user6,660,0.16618794,11:00
user6,661,0.09551557,12:00
user6,662,0.036243714,13:00
user6,663,0.03158154,14:00
user6,664,0.05043669,15:00
user6,665,0.030931182,16:00
user6,666,0.036030676,17:00
user6,667,0.040482257,18:00
user6,668,0.038567744,19:00
user6,669,0.037259713,20:00
user6,670,0.034332927,21:00
user6,671,0.03221563,22:00
user6,672,0.030651648,23:00
user6,673,0.03094208,00:00
user6,674,0.03155088,01:00
user6,675,0.031296555,02:00
user6,676,0.031077074,03:00
user6,677,0.03156858,04:00
user6,678,0.031162811,05:00
user6,679,0.03064824,06:00
user6,680,0.038035873,07:00
user6,681,0.09446931,08:00
user6,682,0.048603453,09:00
user6,683,0.03140185,10:00
user6,684,0.034542263,11:00
user6,685,0.036900062,12:00
user6,686,0.037322335,13:00
user6,687,0.03156874,14:00
user6,688,0.04581313,15:00
user6,689,0.043093406,16:00
user6,690,0.037089575,17:00
user6,691,0.037195686,18:00
user6,692,0.061449546,19:00
user6,693,0.035149723,20:00
user6,694,0.031614482,21:00
user6,695,0.031836487,22:00
user6,696,0.03451932,23:00
user6,697,0.035261422,00:00
user6,698,0.03558028,01:00
user6,699,0.034628335,02:00
user6,700,0.03064984,03:00
user6,701,0.031139854,04:00
user6,702,0.066163726,05:00
user6,703,0.06416343,06:00
user6,704,0.0647687,07:00
user6,705,0.038204793,08:00
user6,706,0.030883394,09:00
user6,707,0.0319668,10:00
user6,708,0.0351547,11:00
user6,709,0.03496201,12:00
user6,710,0.034723423,13:00
user6,711,0.032864604,14:00
user6,712,0.031086925,15:00
user6,713,0.039105654,16:00
user6,714,0.04354951,17:00
user6,715,0.039019875,18:00
user6,716,0.032148067,19:00
user6,717,0.03135628,20:00
user6,718,0.030672729,21:00
user6,719,0.030954514,22:00
user6,720,0.031437095,23:00
user6,721,0.031253368,00:00
user6,722,0.03124274,01:00
user6,723,0.030934168,02:00
user6,724,0.032264058,03:00
user6,725,0.036397006,04:00
user6,726,0.032350753,05:00
user6,727,0.04460494,06:00
user6,728,0.052863836,07:00
user6,729,0.031294122,08:00
user6,730,0.042341955,09:00
user6,731,0.03084007,10:00
user6,732,0.2868318,11:00
user6,733,0.039132282,12:00
user6,734,0.03097399,13:00
user6,735,0.031748112,14:00
user6,736,0.033488113,15:00
user6,737,0.034458164,16:00
user6,738,0.032918915,17:00
user6,739,0.031381354,18:00
user6,740,0.0365517,19:00
user6,741,0.030975603,20:00
user6,742,0.030648269,21:00
user6,743,0.030926745,22:00
user6,744,0.032186713,23:00
user6,745,0.03391468,00:00
user6,746,0.035341676,01:00
user6,747,0.03521729,02:00
user6,748,0.032226756,03:00
user6,749,0.03252818,04:00
user6,750,0.03530944,05:00
user6,751,0.030663036,06:00
user6,752,0.030659575,07:00
user6,753,0.031150935,08:00
user6,754,0.03313701,09:00
user6,755,0.032132618,10:00
user6,756,0.034189686,11:00
user6,757,0.03363566,12:00
user6,758,0.032349166,13:00
user6,759,0.031130396,14:00
user6,760,0.034553718,15:00
user6,761,0.03958005,16:00
user6,762,0.030682875,17:00
user6,763,0.03309119,18:00
user6,764,0.03065051,19:00
user6,765,0.032536708,20:00
user6,766,0.036466423,21:00
user6,767,0.0366546,22:00
user6,768,0.03739623,23:00
user6,769,0.03804473,00:00
user6,770,0.037580602,01:00
user6,771,0.03533941,02:00
user6,772,0.032739423,03:00
user6,773,0.032018676,04:00
user6,774,0.031599488,05:00
user6,775,0.054231327,06:00
user6,776,0.03547148,07:00
user6,777,0.03239497,08:00
user6,778,0.032422148,09:00
user6,779,0.031223325,10:00
user6,780,0.030749263,11:00
user6,781,0.030994855,12:00
user6,782,0.032452144,13:00
user6,783,0.032091465,14:00
user6,784,0.056814287,15:00
user6,785,0.048453636,16:00
user6,786,0.041712567,17:00
user6,787,0.03732743,18:00
user6,788,0.037107773,19:00
user6,789,0.0430168,20:00
user6,790,0.035278182,21:00
user6,791,0.033388685,22:00
user6,792,0.030882725,23:00
user6,793,0.030854391,00:00
user6,794,0.03166711,01:00
user6,795,0.0323252,02:00
user6,796,0.031089412,03:00
user6,797,0.033635065,04:00
user6,798,0.034661844,05:00
user6,799,0.030999767,06:00
user6,800,0.050104234,07:00
user6,801,0.03826414,08:00
user6,802,0.038703404,09:00
user6,803,0.03526267,10:00
user6,804,0.038138863,11:00
user6,805,0.031853873,12:00
user6,806,0.030883856,13:00
user6,807,0.030653063,14:00
user6,808,0.047808427,15:00
user6,809,0.052529097,16:00
user6,810,0.037611265,17:00
user6,811,0.03269214,18:00
user6,812,0.05457515,19:00
user6,813,0.052110784,20:00
user6,814,0.03774774,21:00
user6,815,0.03729791,22:00
user6,816,0.031049063,23:00
user6,817,0.03064853,00:00
user6,818,0.03098224,01:00
user6,819,0.031026829,02:00
user6,820,0.031133635,03:00
user6,821,0.03326488,04:00
user6,822,0.03139908,05:00
user6,823,0.030656379,06:00
user6,824,0.04133362,07:00
user6,825,0.05446646,08:00
user6,826,0.06937302,09:00
user6,827,0.31918985,10:00
user6,828,0.10514807,11:00
user6,829,0.031476192,12:00
user6,830,0.031641837,13:00
user6,831,0.032287832,14:00
user6,832,0.032584406,15:00
