user,data_point,mse
user1,1,0.03842003
user1,2,0.03696684
user1,3,0.07666437
user1,4,0.040194806
user1,5,0.03726198
user1,6,0.037347134
user1,7,0.0376346
user1,8,0.03771673
user1,9,0.039526805
user1,10,0.039951794
user1,11,0.03954216
user1,12,0.038724724
user1,13,0.03755561
user1,14,0.037535273
user1,15,0.037838083
user1,16,0.035813246
user1,17,0.03556292
user1,18,0.03541777
user1,19,0.040316205
user1,20,0.0827642
user1,21,0.043231674
user1,22,0.043705903
user1,23,0.035915468
user1,24,0.039587855
user1,25,0.044415228
user1,26,0.040603023
user1,27,0.037626795
user1,28,0.03910903
user1,29,0.038586937
user1,30,0.037216987
user1,31,0.03992704
user1,32,0.03989666
user1,33,0.039303754
user1,34,0.040364835
user1,35,0.040772136
user1,36,0.040639304
user1,37,0.040306192
user1,38,0.038307462
user1,39,0.036851104
user1,40,0.037507147
user1,41,0.03884323
user1,42,0.03756743
user1,43,0.05030605
user1,44,0.04652685
user1,45,0.038079616
user1,46,0.04268819
user1,47,0.039655216
user1,48,0.043519452
user1,49,0.040988006
user1,50,0.03992422
user1,51,0.035444994
user1,52,0.045259833
user1,53,0.041101318
user1,54,0.039639138
user1,55,0.042006336
user1,56,0.041987725
user1,57,0.042904835
user1,58,0.043799702
user1,59,0.043750424
user1,60,0.039062507
user1,61,0.04100962
user1,62,0.035511706
user1,63,0.036131643
user1,64,0.03608358
user1,65,0.035388663
user1,66,0.04433513
user1,67,0.04413661
user1,68,0.038637407
user1,69,0.045011703
user1,70,0.048518326
user1,71,0.050596163
user1,72,0.047305122
user1,73,0.049569033
user1,74,0.043743078
user1,75,0.035394244
user1,76,0.042011764
user1,77,0.03902299
user1,78,0.03969162
user1,79,0.039196704
user1,80,0.03983754
user1,81,0.03960338
user1,82,0.036709066
user1,83,0.038670775
user1,84,0.042721987
user1,85,0.041250523
user1,86,0.04227946
user1,87,0.03997347
user1,88,0.036184274
user1,89,0.037803765
user1,90,0.042608466
user1,91,0.04036941
user1,92,0.03548505
user1,93,0.041372478
user1,94,0.036831137
user1,95,0.040192787
user1,96,0.038716886
user1,97,0.042008273
user1,98,0.039452247
user1,99,0.035507355
user1,100,0.040289
user1,101,0.037364695
user1,102,0.03830891
user1,103,0.040547986
user1,104,0.04050019
user1,105,0.03577441
user1,106,0.039652333
user1,107,0.04038042
user1,108,0.040024824
user1,109,0.038539685
user1,110,0.038877185
user1,111,0.035743326
user1,112,0.039873004
user1,113,0.0372389
user1,114,0.03719403
user1,115,0.043046016
user1,116,0.0410735
user1,117,0.036358315
user1,118,0.04778038
user1,119,0.045879148
user1,120,0.04267069
user1,121,0.04107882
user1,122,0.039120033
user1,123,0.07756688
user1,124,0.04349905
user1,125,0.036831107
user1,126,0.038532928
user1,127,0.040240347
user1,128,0.040459827
user1,129,0.04395411
user1,130,0.045700774
user1,131,0.046196103
user1,132,0.043199327
user1,133,0.041063793
user1,134,0.035644762
user1,135,0.0368001
user1,136,0.035460234
user1,137,0.03540728
user1,138,0.040145535
user1,139,0.05132974
user1,140,0.050899487
user1,141,0.035850074
user1,142,0.037850477
user1,143,0.039591853
user1,144,0.03840412
user1,145,0.043704536
user1,146,0.039850235
user1,147,0.035431877
user1,148,0.044426855
user1,149,0.039102122
user1,150,0.040770367
user1,151,0.043016493
user1,152,0.042083465
user1,153,0.03850831
user1,154,0.035713606
user1,155,0.091125004
user1,156,0.038470503
user1,157,0.05455927
user1,158,0.086978726
user1,159,0.038102154
user1,160,0.037965313
user1,161,0.036700673
user1,162,0.037672557
user1,163,0.04026916
user1,164,0.04002267
