user,data_point,mse
user1,1,0.036464572
user1,2,0.036433026
user1,3,0.08529368
user1,4,0.048123997
user1,5,0.03648897
user1,6,0.03613547
user1,7,0.03585291
user1,8,0.03565394
user1,9,0.03613655
user1,10,0.03639894
user1,11,0.03643777
user1,12,0.036068007
user1,13,0.035387486
user1,14,0.03566013
user1,15,0.035539273
user1,16,0.03766298
user1,17,0.036180973
user1,18,0.03633277
user1,19,0.036294114
user1,20,0.07054414
user1,21,0.036683496
user1,22,0.03693084
user1,23,0.03653476
user1,24,0.0377611
user1,25,0.039076783
user1,26,0.038624413
user1,27,0.04256835
user1,28,0.03565279
user1,29,0.03631501
user1,30,0.036016382
user1,31,0.037265357
user1,32,0.036753308
user1,33,0.03601002
user1,34,0.03673037
user1,35,0.037523583
user1,36,0.037812762
user1,37,0.03764149
user1,38,0.03643573
user1,39,0.03558816
user1,40,0.036860775
user1,41,0.039460108
user1,42,0.038899824
user1,43,0.042728417
user1,44,0.036861654
user1,45,0.03776943
user1,46,0.037993796
user1,47,0.0376067
user1,48,0.038471997
user1,49,0.038099308
user1,50,0.037913736
user1,51,0.03593784
user1,52,0.03762165
user1,53,0.04045161
user1,54,0.03869594
user1,55,0.0404017
user1,56,0.038984552
user1,57,0.03892734
user1,58,0.03941898
user1,59,0.039411094
user1,60,0.036456026
user1,61,0.037811145
user1,62,0.03541657
user1,63,0.03538113
user1,64,0.035554007
user1,65,0.036423758
user1,66,0.038883172
user1,67,0.03970009
user1,68,0.036827844
user1,69,0.037408765
user1,70,0.038084183
user1,71,0.038672466
user1,72,0.038869455
user1,73,0.039727535
user1,74,0.039391737
user1,75,0.03601663
user1,76,0.043339826
user1,77,0.039236464
user1,78,0.039332554
user1,79,0.037449054
user1,80,0.03651109
user1,81,0.035675768
user1,82,0.037170425
user1,83,0.0353824
user1,84,0.037683103
user1,85,0.036657017
user1,86,0.036890056
user1,87,0.035882328
user1,88,0.035532687
user1,89,0.037329834
user1,90,0.03745955
user1,91,0.03839116
user1,92,0.0359318
user1,93,0.03678142
user1,94,0.036213778
user1,95,0.036618616
user1,96,0.0367221
user1,97,0.037467703
user1,98,0.037470963
user1,99,0.03536685
user1,100,0.040933806
user1,101,0.03617675
user1,102,0.03650425
user1,103,0.037217192
user1,104,0.03646046
user1,105,0.04114094
user1,106,0.035472304
user1,107,0.036124066
user1,108,0.036702394
user1,109,0.035633437
user1,110,0.036231264
user1,111,0.035518836
user1,112,0.044221487
user1,113,0.03542206
user1,114,0.03781881
user1,115,0.03902966
user1,116,0.036666706
user1,117,0.036373425
user1,118,0.03777346
user1,119,0.037732042
