user,data_point,mse,time_hour
user1,1,0.036464572,00:00
user1,2,0.036433026,01:00
user1,3,0.08529368,02:00
user1,4,0.048123997,03:00
user1,5,0.03648897,04:00
user1,6,0.03613547,05:00
user1,7,0.03585291,06:00
user1,8,0.03565394,07:00
user1,9,0.03613655,08:00
user1,10,0.03639894,09:00
user1,11,0.03643777,10:00
user1,12,0.036068007,11:00
user1,13,0.035387486,12:00
user1,14,0.03566013,13:00
user1,15,0.035539273,14:00
user1,16,0.03766298,15:00
user1,17,0.036180973,16:00
user1,18,0.03633277,17:00
user1,19,0.036294114,18:00
user1,20,0.07054414,19:00
user1,21,0.036683496,20:00
user1,22,0.03693084,21:00
user1,23,0.03653476,22:00
user1,24,0.0377611,23:00
user1,25,0.039076783,00:00
user1,26,0.038624413,01:00
user1,27,0.04256835,02:00
user1,28,0.03565279,03:00
user1,29,0.03631501,04:00
user1,30,0.036016382,05:00
user1,31,0.037265357,06:00
user1,32,0.036753308,07:00
user1,33,0.03601002,08:00
user1,34,0.03673037,09:00
user1,35,0.037523583,10:00
user1,36,0.037812762,11:00
user1,37,0.03764149,12:00
user1,38,0.03643573,13:00
user1,39,0.03558816,14:00
user1,40,0.036860775,15:00
user1,41,0.039460108,16:00
user1,42,0.038899824,17:00
user1,43,0.042728417,18:00
user1,44,0.036861654,19:00
user1,45,0.03776943,20:00
user1,46,0.037993796,21:00
user1,47,0.0376067,22:00
user1,48,0.038471997,23:00
user1,49,0.038099308,00:00
user1,50,0.037913736,01:00
user1,51,0.03593784,02:00
user1,52,0.03762165,03:00
user1,53,0.04045161,04:00
user1,54,0.03869594,05:00
user1,55,0.0404017,06:00
user1,56,0.038984552,07:00
user1,57,0.03892734,08:00
user1,58,0.03941898,09:00
user1,59,0.039411094,10:00
user1,60,0.036456026,11:00
user1,61,0.037811145,12:00
user1,62,0.03541657,13:00
user1,63,0.03538113,14:00
user1,64,0.035554007,15:00
user1,65,0.036423758,16:00
user1,66,0.038883172,17:00
user1,67,0.03970009,18:00
user1,68,0.036827844,19:00
user1,69,0.037408765,20:00
user1,70,0.038084183,21:00
user1,71,0.038672466,22:00
user1,72,0.038869455,23:00
user1,73,0.039727535,00:00
user1,74,0.039391737,01:00
user1,75,0.03601663,02:00
user1,76,0.043339826,03:00
user1,77,0.039236464,04:00
user1,78,0.039332554,05:00
user1,79,0.037449054,06:00
user1,80,0.03651109,07:00
user1,81,0.035675768,08:00
user1,82,0.037170425,09:00
user1,83,0.0353824,10:00
user1,84,0.037683103,11:00
user1,85,0.036657017,12:00
user1,86,0.036890056,13:00
user1,87,0.035882328,14:00
user1,88,0.035532687,15:00
user1,89,0.037329834,16:00
user1,90,0.03745955,17:00
user1,91,0.03839116,18:00
user1,92,0.0359318,19:00
user1,93,0.03678142,20:00
user1,94,0.036213778,21:00
user1,95,0.036618616,22:00
user1,96,0.0367221,23:00
user1,97,0.037467703,00:00
user1,98,0.037470963,01:00
user1,99,0.03536685,02:00
user1,100,0.040933806,03:00
user1,101,0.03617675,04:00
user1,102,0.03650425,05:00
user1,103,0.037217192,06:00
user1,104,0.03646046,07:00
user1,105,0.04114094,08:00
user1,106,0.035472304,09:00
user1,107,0.036124066,10:00
user1,108,0.036702394,11:00
user1,109,0.035633437,12:00
user1,110,0.036231264,13:00
user1,111,0.035518836,14:00
user1,112,0.044221487,15:00
user1,113,0.03542206,16:00
user1,114,0.03781881,17:00
user1,115,0.03902966,18:00
user1,116,0.036666706,19:00
user1,117,0.036373425,20:00
user1,118,0.03777346,21:00
user1,119,0.037732042,22:00
user1,120,0.037503608,23:00
user1,121,0.037475668,00:00
user1,122,0.037270196,01:00
user1,123,0.0835897,02:00
user1,124,0.042666353,03:00
user1,125,0.03604283,04:00
user1,126,0.036953174,05:00
user1,127,0.037509184,06:00
user1,128,0.0368737,07:00
user1,129,0.039131258,08:00
user1,130,0.041843813,09:00
user1,131,0.042932227,10:00
user1,132,0.040296696,11:00
user1,133,0.03872991,12:00
user1,134,0.035367172,13:00
user1,135,0.035437025,14:00
user1,136,0.035671923,15:00
user1,137,0.03538239,16:00
user1,138,0.039098598,17:00
user1,139,0.040874086,18:00
user1,140,0.039511424,19:00
user1,141,0.036711164,20:00
user1,142,0.03746482,21:00
user1,143,0.037884608,22:00
user1,144,0.037823737,23:00
user1,145,0.03892006,00:00
user1,146,0.038248114,01:00
user1,147,0.04061365,02:00
user1,148,0.036470115,03:00
user1,149,0.037814938,04:00
user1,150,0.03921955,05:00
user1,151,0.04020433,06:00
user1,152,0.038969107,07:00
user1,153,0.037627313,08:00
user1,154,0.035817288,09:00
user1,155,0.0870895,10:00
user1,156,0.038124528,11:00
user1,157,0.07553373,12:00
user1,158,0.059219122,13:00
user1,159,0.03618192,14:00
user1,160,0.035963807,15:00
user1,161,0.03563014,16:00
user1,162,0.037005723,17:00
user1,163,0.03701901,18:00
user1,164,0.036616895,19:00
user1,165,0.035404492,20:00
user1,166,0.035907634,21:00
user1,167,0.035564173,22:00
user1,168,0.03538284,23:00
user1,169,0.035739005,00:00
user1,170,0.035484724,01:00
user1,171,0.03539025,02:00
user1,172,0.03537107,03:00
user1,173,0.037169773,04:00
user1,174,0.036945973,05:00
user1,175,0.03736327,06:00
user1,176,0.03694747,07:00
user1,177,0.03727285,08:00
user1,178,0.03611308,09:00
user1,179,0.09934242,10:00
user1,180,0.06462672,11:00
user1,181,0.06822372,12:00
user1,182,0.056964092,13:00
user1,183,0.0499033,14:00
user1,184,0.03969335,15:00
user1,185,0.036851205,16:00
user1,186,0.035391454,17:00
user1,187,0.035377916,18:00
user1,188,0.035406034,19:00
user1,189,0.03938063,20:00
user1,190,0.0353783,21:00
user1,191,0.03537559,22:00
user1,192,0.035430744,23:00
user1,193,0.035536896,00:00
user1,194,0.03544503,01:00
user1,195,0.03783742,02:00
user1,196,0.037383385,03:00
user1,197,0.036921572,04:00
user1,198,0.037258007,05:00
user1,199,0.03731311,06:00
user1,200,0.037498496,07:00
user1,201,0.03794155,08:00
user1,202,0.03869299,09:00
user1,203,0.040854864,10:00
user1,204,0.039656427,11:00
user1,205,0.039868318,12:00
user1,206,0.040350005,13:00
user1,207,0.03866968,14:00
user1,208,0.036203753,15:00
user1,209,0.03656143,16:00
user1,210,0.035926603,17:00
user1,211,0.03589514,18:00
user1,212,0.036044765,19:00
user1,213,0.03578582,20:00
user1,214,0.03586512,21:00
user1,215,0.035891905,22:00
user1,216,0.035940304,23:00
user1,217,0.036017228,00:00
user1,218,0.03591598,01:00
user1,219,0.08235999,02:00
user1,220,0.037607804,03:00
user1,221,0.035653677,04:00
user1,222,0.035966296,05:00
user1,223,0.035606556,06:00
user1,224,0.03550651,07:00
user1,225,0.035432663,08:00
user1,226,0.03548928,09:00
user1,227,0.10144551,10:00
user1,228,0.1951696,11:00
user1,229,0.045058392,12:00
user1,230,0.0524596,13:00
user1,231,0.040495403,14:00
user1,232,0.037378028,15:00
user1,233,0.035425212,16:00
user1,234,0.035509415,17:00
user1,235,0.036660396,18:00
user1,236,0.035385884,19:00
user1,237,0.03561251,20:00
user1,238,0.035649173,21:00
user1,239,0.035995524,22:00
user1,240,0.03629971,23:00
user1,241,0.036786694,00:00
user1,242,0.03691016,01:00
user1,243,0.040619794,02:00
user1,244,0.036437772,03:00
user1,245,0.03591987,04:00
user1,246,0.035646148,05:00
user1,247,0.036394514,06:00
user1,248,0.03663849,07:00
user1,249,0.036735747,08:00
user1,250,0.03707414,09:00
user1,251,0.037503626,10:00
user1,252,0.036593083,11:00
user1,253,0.11100173,12:00
user1,254,0.055211544,13:00
user1,255,0.03599503,14:00
user1,256,0.035367038,15:00
user1,257,0.037241142,16:00
user1,258,0.035501815,17:00
user1,259,0.035664827,18:00
user1,260,0.035369627,19:00
user1,261,0.035842247,20:00
user1,262,0.036016814,21:00
user1,263,0.036031697,22:00
user1,264,0.035965327,23:00
user1,265,0.03627102,00:00
user1,266,0.036012445,01:00
user1,267,0.042248096,02:00
user1,268,0.03683556,03:00
user1,269,0.038509175,04:00
user1,270,0.04485712,05:00
user1,271,0.035464495,06:00
user1,272,0.03536955,07:00
user1,273,0.03543844,08:00
user1,274,0.03545613,09:00
user1,275,0.035591446,10:00
user1,276,0.03737748,11:00
user1,277,0.035366993,12:00
user1,278,0.066133514,13:00
user1,279,0.03574866,14:00
user1,280,0.035788212,15:00
user1,281,0.037178233,16:00
user1,282,0.03587992,17:00
user1,283,0.038278464,18:00
user1,284,0.03636848,19:00
user1,285,0.036279835,20:00
user1,286,0.036856614,21:00
user1,287,0.037243616,22:00
user1,288,0.03726341,23:00
user1,289,0.036940426,00:00
user1,290,0.036976345,01:00
user1,291,0.03839526,02:00
user1,292,0.035391476,03:00
user1,293,0.036659088,04:00
user1,294,0.03633931,05:00
user1,295,0.037454445,06:00
user1,296,0.03782692,07:00
user1,297,0.038147192,08:00
user1,298,0.037234016,09:00
user1,299,0.036739137,10:00
user1,300,0.037496153,11:00
user1,301,0.037503205,12:00
user1,302,0.035829425,13:00
user1,303,0.035380255,14:00
user1,304,0.0357346,15:00
user1,305,0.035773054,16:00
user1,306,0.03765231,17:00
user1,307,0.035762258,18:00
user1,308,0.035581347,19:00
user1,309,0.035766788,20:00
user1,310,0.035939433,21:00
user1,311,0.03630205,22:00
user1,312,0.036164958,23:00
user1,313,0.035382073,00:00
user1,314,0.035626754,01:00
user1,315,0.04459348,02:00
user1,316,0.035385944,03:00
user1,317,0.035415333,04:00
user1,318,0.035810616,05:00
user1,319,0.035684373,06:00
user1,320,0.035630092,07:00
user1,321,0.035474923,08:00
user1,322,0.03541648,09:00
user1,323,0.035891596,10:00
user1,324,0.035518143,11:00
user1,325,0.035382308,12:00
user1,326,0.03554014,13:00
user1,327,0.035898652,14:00
user1,328,0.035366822,15:00
user1,329,0.03771869,16:00
user1,330,0.038861547,17:00
user1,331,0.036442943,18:00
user1,332,0.035725035,19:00
user1,333,0.035912476,20:00
user1,334,0.037086353,21:00
user1,335,0.03670825,22:00
user1,336,0.035778724,23:00
user1,337,0.036946956,00:00
user1,338,0.03698353,01:00
user1,339,0.039444905,02:00
user1,340,0.04638889,03:00
