architecture,train_time,avg_time_epoch,mse,mse_std,rmse,rmse_std,mape,mape_std,mae,mae_std
BiLSTM_L1_U8,,,,,,,,,,
BiLSTM_L1_U8,,,,,,,,,,
BiLSTM_L1_U8,,,,,,,,,,
BiLSTM_L1_U8,,,,,,,,,,
BiLSTM_L1_U8,2.8579070568084717,2.768332322438558,0.014573032657305399,0.00021628803828264325,0.12071660906076431,0.0008940643296417446,71626.42447916667,5251.893042297254,0.07994846254587173,0.0023990896353540945
BiLSTM_L1_U8,,,,,,,,,,
BiLSTM_L1_U8,,,,,,,,,,
BiLSTM_L1_U8,,,,,,,,,,
BiLSTM_L1_U8,,,,,,,,,,
BiLSTM_L1_U8,3.137669006983439,3.050066073735555,0.01591580267995596,0.000820839861558131,0.12612980355819067,0.0032577855335987494,1979853.5416666667,135668.75726524452,0.07441956053177516,0.0036278174345118004
BiLSTM_L1_U8,,,,,,,,,,
BiLSTM_L1_U8,2.633955637613932,2.5594926675160727,0.01196882842729489,0.00038814245495543136,0.1093926231066386,0.0017673657140646031,121720.45833333333,5431.759988959109,0.072398508588473,0.0021576521360153348
BiLSTM_L1_U8,,,,,,,,,,
BiLSTM_L1_U8,,,,,,,,,,
BiLSTM_L1_U8,2.671087106068929,2.595166047414144,0.010209518484771252,6.07894589449849e-05,0.10104186336199443,0.00030056019653717,129933.28385416667,6637.235043679315,0.05112783486644427,0.001295859628354836
BiLSTM_L1_U8,2.731403191884359,2.6527067025502524,0.014423340248564879,0.0003436913104331292,0.12009149044752121,0.0014358051823675773,120403.80729166667,3738.369927838407,0.0779942199587822,0.000872718460204765
BiLSTM_L1_U8,2.770989020665487,2.6903613408406577,0.01818942092359066,0.0003010094795743889,0.1348651001850764,0.0011134893435278987,259675.98958333334,7442.969030212374,0.08601932972669601,0.001083188596928718
BiLSTM_L1_U8,,,,,,,,,,
BiLSTM_L1_U8,,,,,,,,,,
BiLSTM_L1_U8,,,,,,,,,,
BiLSTM_L1_U8,2.8139105637868247,2.7375648021698,0.018394161015748978,5.610632510298468e-05,0.13562496999899545,0.0002067720029858942,142625.16666666666,2762.900707661041,0.1027363787094752,0.0013564871364241098
BiLSTM_L1_U8,2.7424636681874595,2.665489991505941,0.023197185869018238,0.0002453532502011728,0.15230481326580048,0.0008043636282517406,75022.4609375,5943.681246465234,0.09619904309511185,0.0021364498240629684
BiLSTM_L1_U8,,,,,,,,,,
BiLSTM_L1_U8,,,,,,,,,,
BiLSTM_L1_U8,2.9040913581848145,2.8007445335388184,0.020956289644042652,0.00021089581144638887,0.144761656721433,0.0007273925253796818,64303.166666666664,22471.324372177805,0.08776406198740005,0.005139467120814546
BiLSTM_L1_U8,3.107362667719523,3.0314363638559976,0.02666461405654748,0.002606382566619172,0.1631650576988856,0.007916316945902864,114567.2734375,12209.504909448626,0.10412648816903432,0.0075580488022240315
BiLSTM_L1_U8,,,,,,,,,,
BiLSTM_L1_U8,4.509986877441406,4.354572852452596,0.010930847066144148,9.63181856618489e-05,0.1045500139395396,0.0004612123300654093,57267.373697916664,9626.895149653245,0.045717677722374596,0.001680524435296421
BiLSTM_L1_U8,,,,,,,,,,
BiLSTM_L1_U8,,,,,,,,,,
