architecture,train_time,avg_time_epoch,mse,mse_std,rmse,rmse_std,mape,mape_std,mae,mae_std
BiLSTM_L1_U8,,,,,,,,,,
BiLSTM_L1_U8,,,,,,,,,,
BiLSTM_L1_U8,,,,,,,,,,
BiLSTM_L1_U8,,,,,,,,,,
BiLSTM_L1_U8,3.301295200983683,3.2047993342081704,0.014463525886336962,0.0002580333643757947,0.12026122709115346,0.0010700663485239165,59351.98046875,1865.2055956508498,0.07590373605489731,0.0014221360271878159
BiLSTM_L1_U8,,,,,,,,,,
BiLSTM_L1_U8,,,,,,,,,,
BiLSTM_L1_U8,,,,,,,,,,
BiLSTM_L1_U8,,,,,,,,,,
BiLSTM_L1_U8,2.9790647824605307,2.9012096722920737,0.014400637398163477,0.00023301842465132036,0.12000003705422084,0.0009710249911089602,1861236.4166666667,83821.57791668389,0.06791747609774272,0.0010845677167503336
BiLSTM_L1_U8,,,,,,,,,,
BiLSTM_L1_U8,2.736338456471761,2.659524838129679,0.011824000316361586,0.00032245305861586856,0.10873151570558548,0.0014785833336652817,121966.59895833333,4666.093073298571,0.07141027351220448,0.002437653445107904
BiLSTM_L1_U8,,,,,,,,,,
BiLSTM_L1_U8,,,,,,,,,,
BiLSTM_L1_U8,2.794576088587443,2.7185653845469155,0.010747590412696203,0.00014464844410659675,0.10366902003685634,0.0006978089550895814,91628.265625,7695.788218405654,0.04646975795427958,0.0005587938465715296
BiLSTM_L1_U8,2.929496924082438,2.8505632082621255,0.014674490317702293,0.00035116389173163497,0.12113252282142639,0.0014505308628647694,128285.734375,7970.9987679948235,0.07946788767973582,0.002982166914036583
BiLSTM_L1_U8,2.751070976257324,2.6672176520029702,0.017684626082579296,0.0003940319830932487,0.1329780767361323,0.0014784487744500386,245710.97395833334,9678.82013575499,0.0845183754960696,0.0007205391019219516
BiLSTM_L1_U8,,,,,,,,,,
BiLSTM_L1_U8,,,,,,,,,,
BiLSTM_L1_U8,,,,,,,,,,
BiLSTM_L1_U8,2.834134260813395,2.759428024291992,0.018878135209282238,0.00027449110076038335,0.13739531735579172,0.0009973524080639335,147503.91666666666,18940.84407500793,0.10442946602900822,0.004742252563436297
BiLSTM_L1_U8,2.9350035985310874,2.858982960383097,0.023938533539573353,0.0009441025862846454,0.1547006070613861,0.003063410611338308,69204.1640625,14575.273593562291,0.09297597159941991,0.006258174074700218
BiLSTM_L1_U8,,,,,,,,,,
BiLSTM_L1_U8,,,,,,,,,,
BiLSTM_L1_U8,2.7393672466278076,2.6617514292399087,0.02083745039999485,0.000193364121862143,0.1443507969379425,0.0006688774095540604,54060.817057291664,25106.133619893604,0.08623595784107844,0.005212634501384446
BiLSTM_L1_U8,14.280331293741861,14.201101620992025,0.026595815395315487,0.00018997804993566085,0.16308154165744781,0.0005820351382264226,117481.17447916667,8756.765553979765,0.10265030711889267,0.0003408877109345609
BiLSTM_L1_U8,,,,,,,,,,
BiLSTM_L1_U8,2.7905080318450928,2.7055280208587646,0.010946384941538176,0.00011013627794010349,0.10462408761183421,0.0005269512990751564,52543.270833333336,6058.101878237195,0.04517816628019015,0.001383453171812748
BiLSTM_L1_U8,,,,,,,,,,
BiLSTM_L1_U8,,,,,,,,,,
