architecture,train_time,avg_time_epoch,mse,mse_std,rmse,rmse_std,mape,mape_std,mae,mae_std
BiLSTM_L1_U8,,,,,,,,,,
BiLSTM_L1_U8,,,,,,,,,,
BiLSTM_L1_U8,4.012538353602092,3.890974680582682,0.01954367570579052,0.00019783700435507129,0.1397974987824758,0.0007086153168980669,53003.111979166664,7368.563472856056,0.07472611715396245,0.0025630656260206366
BiLSTM_L1_U8,2.8941457271575928,2.8160526752471924,0.03626711045702299,0.001163236443111928,0.19042304654916128,0.003043203750970226,68829.94270833333,24248.16446816574,0.08547355979681015,0.007459674252182745
BiLSTM_L1_U8,,,,,,,,,,
BiLSTM_L1_U8,,,,,,,,,,
BiLSTM_L1_U8,,,,,,,,,,
BiLSTM_L1_U8,,,,,,,,,,
BiLSTM_L1_U8,,,,,,,,,,
BiLSTM_L1_U8,,,,,,,,,,
BiLSTM_L1_U8,,,,,,,,,,
BiLSTM_L1_U8,,,,,,,,,,
BiLSTM_L1_U8,,,,,,,,,,
BiLSTM_L1_U8,,,,,,,,,,
BiLSTM_L1_U8,,,,,,,,,,
BiLSTM_L1_U8,,,,,,,,,,
BiLSTM_L1_U8,,,,,,,,,,
BiLSTM_L1_U8,,,,,,,,,,
BiLSTM_L1_U8,3.108626445134481,3.0285378297170005,0.01294336374849081,0.0005849160514911525,0.11374928553899129,0.002587764667876367,104441.40885416667,4086.99280189482,0.06525551279385884,0.0013860115002369896
BiLSTM_L1_U8,,,,,,,,,,
BiLSTM_L1_U8,,,,,,,,,,
BiLSTM_L1_U8,,,,,,,,,,
BiLSTM_L1_U8,,,,,,,,,,
BiLSTM_L1_U8,,,,,,,,,,
BiLSTM_L1_U8,,,,,,,,,,
BiLSTM_L1_U8,,,,,,,,,,
BiLSTM_L1_U8,3.1406009991963706,3.056307633717855,0.020145909239848454,0.00048345302691026135,0.14192950228850046,0.001699082150490228,128204.46354166667,13380.537663034165,0.10232418527205785,0.002249968890251225
BiLSTM_L1_U8,,,,,,,,,,
BiLSTM_L1_U8,2.80178435643514,2.7230312824249268,0.019086800515651703,0.0007143323036856906,0.13813876609007517,0.002592702336333474,402901.0833333333,103125.14280333073,0.09702638536691666,0.002412316654335297
BiLSTM_L1_U8,,,,,,,,,,
