architecture,train_time,avg_time_epoch,mse,mse_std,rmse,rmse_std,mape,mape_std,mae,mae_std
BiLSTM_L1_U8,,,,,,,,,,
BiLSTM_L1_U8,,,,,,,,,,
BiLSTM_L1_U8,23.374016682306927,23.28231159845988,0.019432467718919117,0.0001527452221887773,0.13939966758092245,0.000547370156548681,61014.880208333336,4119.3983727820505,0.07758908222119014,0.0021385282661945024
BiLSTM_L1_U8,2.8345042864481607,2.7577948570251465,0.03810330480337143,0.0006713977594391468,0.19519560039043427,0.0017241999530253343,56906.44140625,5906.504523178432,0.09148722638686498,0.0031694372097075987
BiLSTM_L1_U8,,,,,,,,,,
BiLSTM_L1_U8,,,,,,,,,,
BiLSTM_L1_U8,,,,,,,,,,
BiLSTM_L1_U8,,,,,,,,,,
BiLSTM_L1_U8,,,,,,,,,,
BiLSTM_L1_U8,,,,,,,,,,
BiLSTM_L1_U8,,,,,,,,,,
BiLSTM_L1_U8,,,,,,,,,,
BiLSTM_L1_U8,,,,,,,,,,
BiLSTM_L1_U8,,,,,,,,,,
BiLSTM_L1_U8,,,,,,,,,,
BiLSTM_L1_U8,,,,,,,,,,
BiLSTM_L1_U8,,,,,,,,,,
BiLSTM_L1_U8,,,,,,,,,,
BiLSTM_L1_U8,2.8033642768859863,2.723534345626831,0.013509801588952541,0.0003391186611641942,0.11622552573680878,0.0014639540287880106,106977.48958333333,2460.7013051128765,0.06698184460401535,0.0018410830416995122
BiLSTM_L1_U8,,,,,,,,,,
BiLSTM_L1_U8,,,,,,,,,,
BiLSTM_L1_U8,,,,,,,,,,
BiLSTM_L1_U8,,,,,,,,,,
BiLSTM_L1_U8,,,,,,,,,,
BiLSTM_L1_U8,,,,,,,,,,
BiLSTM_L1_U8,,,,,,,,,,
BiLSTM_L1_U8,3.2743167082468667,3.17260479927063,0.020440875242153805,0.000289444488886442,0.1429692010084788,0.001011755865592297,117043.86197916667,11047.115116261217,0.10502342383066814,0.0017972914125090726
BiLSTM_L1_U8,,,,,,,,,,
BiLSTM_L1_U8,3.001258929570516,2.9108662605285645,0.020053715134660404,0.0013012846489787032,0.1415607432524363,0.004626808856764096,416512.1770833333,118930.34486935816,0.09743295609951019,0.0015974832537496283
BiLSTM_L1_U8,,,,,,,,,,
