architecture,train_time,avg_time_epoch,mse,mse_std,rmse,rmse_std,mape,mape_std,mae,mae_std
BiLSTM_L1_U8,,,,,,,,,,
BiLSTM_L1_U8,,,,,,,,,,
BiLSTM_L1_U8,2.954415957132975,2.872397263844808,0.019148218755920727,9.91496214974033e-05,0.1383767823378245,0.00035838200742451464,61525.66796875,9410.827273286664,0.07352201640605927,0.0026087880242213536
BiLSTM_L1_U8,2.982883850733439,2.898500680923462,0.03951336691776911,0.0008359686117690783,0.19877226650714874,0.0021043790005940404,25243.284505208332,12006.355203331743,0.10060378909111023,0.0038437194039732344
BiLSTM_L1_U8,,,,,,,,,,
BiLSTM_L1_U8,,,,,,,,,,
BiLSTM_L1_U8,,,,,,,,,,
BiLSTM_L1_U8,,,,,,,,,,
BiLSTM_L1_U8,,,,,,,,,,
BiLSTM_L1_U8,,,,,,,,,,
BiLSTM_L1_U8,,,,,,,,,,
BiLSTM_L1_U8,,,,,,,,,,
BiLSTM_L1_U8,,,,,,,,,,
BiLSTM_L1_U8,,,,,,,,,,
BiLSTM_L1_U8,,,,,,,,,,
BiLSTM_L1_U8,,,,,,,,,,
BiLSTM_L1_U8,,,,,,,,,,
BiLSTM_L1_U8,,,,,,,,,,
BiLSTM_L1_U8,2.8273352781931558,2.7477072874704995,0.013304463277260462,0.0005425121158970364,0.11532912900050481,0.002341339844221802,111345.52083333333,1657.3307091857644,0.0658041462302208,0.0011729590029318246
BiLSTM_L1_U8,,,,,,,,,,
BiLSTM_L1_U8,,,,,,,,,,
BiLSTM_L1_U8,,,,,,,,,,
BiLSTM_L1_U8,,,,,,,,,,
BiLSTM_L1_U8,,,,,,,,,,
BiLSTM_L1_U8,,,,,,,,,,
BiLSTM_L1_U8,,,,,,,,,,
BiLSTM_L1_U8,3.0712386767069497,2.988511323928833,0.020473311344782513,0.00045427874277950345,0.1430790772040685,0.0015921123502116573,126676.66145833333,1922.4101917629027,0.1056598424911499,0.002319869709451038
BiLSTM_L1_U8,,,,,,,,,,
BiLSTM_L1_U8,3.3733702500661216,3.2899901072184243,0.019584059715270996,0.0005203817161275083,0.1399348775545756,0.0018536836472105693,317586.9947916667,136297.89315945294,0.09446532527605693,0.0016873893838153628
BiLSTM_L1_U8,,,,,,,,,,
