architecture,train_time,avg_time_epoch,mse,mse_std,rmse,rmse_std,mape,mape_std,mae,mae_std
BiLSTM_L1_U8,,,,,,,,,,
BiLSTM_L1_U8,,,,,,,,,,
BiLSTM_L1_U8,,,,,,,,,,
BiLSTM_L1_U8,,,,,,,,,,
BiLSTM_L1_U8,2.8531052271525064,2.7673168977101645,0.014883237890899181,0.0005230711306255486,0.12198430299758911,0.002144985513726259,72360.18229166667,2735.01874882364,0.07903028279542923,0.0007661810214605397
BiLSTM_L1_U8,,,,,,,,,,
BiLSTM_L1_U8,,,,,,,,,,
BiLSTM_L1_U8,,,,,,,,,,
BiLSTM_L1_U8,,,,,,,,,,
BiLSTM_L1_U8,2.555743455886841,2.481691360473633,0.01577235572040081,0.0007472686119734725,0.12556425482034683,0.002993392532072195,2094954.4583333333,142602.91870119266,0.07393963138262431,0.00425761376363917
BiLSTM_L1_U8,,,,,,,,,,
BiLSTM_L1_U8,2.5235390663146973,2.4479429721832275,0.012086646631360054,0.0005753973331027866,0.10991861671209335,0.0026108850901105807,121311.84114583333,3998.5882058743014,0.07301910718282063,0.0010301893035906731
BiLSTM_L1_U8,,,,,,,,,,
BiLSTM_L1_U8,,,,,,,,,,
BiLSTM_L1_U8,2.748755852381388,2.672788063685099,0.01042714404563109,0.00012028755272133639,0.10211225599050522,0.0005886342422905168,115873.48177083333,770.3109206346851,0.04860494161645571,0.0004012896692170813
BiLSTM_L1_U8,7.386301517486572,7.312635501225789,0.014470211851100126,0.00018317800368201288,0.1202905923128128,0.0007601373723492622,130191.13802083333,19386.279559332892,0.08008921891450882,0.004727400022971804
BiLSTM_L1_U8,2.48831836382548,2.4101552963256836,0.017707302545507748,0.0002200194132743624,0.13306707640488943,0.0008260610673973798,248525.625,26568.49683258568,0.08435256530841191,0.0028426691064787697
BiLSTM_L1_U8,,,,,,,,,,
BiLSTM_L1_U8,,,,,,,,,,
BiLSTM_L1_U8,,,,,,,,,,
BiLSTM_L1_U8,2.8318938414255777,2.7579520543416343,0.01847679664691289,0.0002019574942345352,0.13592802981535593,0.0007417191003680508,135345.79166666666,11983.151801752372,0.10161483536163966,0.00233492923882735
BiLSTM_L1_U8,2.7183754444122314,2.6440550486246743,0.02336718204120795,0.0006787960643945557,0.15285243590672812,0.002229813948700576,76484.36197916667,18649.20370472184,0.09598490099112193,0.00522093258335936
BiLSTM_L1_U8,,,,,,,,,,
BiLSTM_L1_U8,,,,,,,,,,
BiLSTM_L1_U8,2.614232301712036,2.533902963002523,0.02146110621591409,0.0005812632677583871,0.14648713171482086,0.0019847781757416235,60374.747395833336,31087.307894229376,0.09204622109731038,0.00723890889678492
BiLSTM_L1_U8,2.5103956858317056,2.4304966926574707,0.029001510391632717,0.0011999099097448908,0.17027425269285837,0.0035051955282953324,106847.8203125,9725.041360029512,0.11024948457876842,0.003184785213451262
BiLSTM_L1_U8,,,,,,,,,,
BiLSTM_L1_U8,2.8102169831593833,2.733836015065511,0.010932934780915579,0.0001840482723995276,0.10455819467703502,0.0008820866956054862,55444.204427083336,950.3724956714435,0.0462455227971077,0.002594436466548711
BiLSTM_L1_U8,,,,,,,,,,
BiLSTM_L1_U8,,,,,,,,,,
