User,NoiseScale_0.2,NoiseScale_0.3,NoiseScale_0.5,NoiseScale_0.8,NoiseScale_1,NoiseScale_5,NoiseScale_7,NoiseScale_10,NoiseScale_12
user1,0.03351018205285072,0.03426414976517359,0.03388161212205887,0.03548363596200943,0.03698966031273206,0.03530551865696907,0.036173743506272636,0.03299462174375852,0.03441364566485087
user6,0.045508310198783875,0.04624487335483233,0.049688685685396194,0.04876920084158579,0.051522755374511085,0.027048782755931217,0.025639632095893223,0.034626804292201996,0.0502586600681146
