User,NoiseScale_0.2,NoiseScale_0.3,NoiseScale_0.5,NoiseScale_0.8,NoiseScale_1,NoiseScale_12
user1,0.035705313086509705,0.036529991775751114,0.03739390273888906,0.036037627607584,0.03330873946348826,0.03290340676903725
user6,0.027267033234238625,0.028560128062963486,0.024900824452439945,0.0283186137676239,0.02641459119816621,0.02790207974612713
