User,NoiseScale_0.2,NoiseScale_0.3,NoiseScale_0.5,NoiseScale_0.8,NoiseScale_1,NoiseScale_5,NoiseScale_7,NoiseScale_10,NoiseScale_12
user1,0.03469467783967654,0.03400058299303055,0.0349647564192613,0.03413595135013262,0.0357636883854866,0.034425243735313416,0.03385909895102183,0.0336567647755146,0.03201408932606379
user6,0.041219559808572136,0.044735509902238846,0.04816809172431628,0.05584875245889028,0.050380971282720566,0.024856506536404293,0.03159067531426748,0.03665566692749659,0.048962866266568504
