User,NoiseScale_0.2,NoiseScale_0.3,NoiseScale_0.5,NoiseScale_0.8,NoiseScale_1,NoiseScale_5,NoiseScale_7,NoiseScale_10,NoiseScale_12
user1,0.03314881895979246,0.033486317843198776,0.03396483510732651,0.034689709544181824,0.03420174991091093,0.03428419306874275,0.035263181974490486,0.03475360448161761,0.033411468068758644
user6,0.0438065230846405,0.04018999636173248,0.055566903203725815,0.04907915989557902,0.0468741903702418,0.035986715306838356,0.027955234050750732,0.04811904082695643,0.03380659408867359
