User,NoiseScale_0.2,NoiseScale_0.3,NoiseScale_0.5,NoiseScale_0.8,NoiseScale_1,NoiseScale_12
user1,0.03360787282387415,0.035029537975788116,0.036167080203692116,0.036219252894322075,0.03543009733160337,0.032433267682790756
user6,0.04373130947351456,0.0408319483200709,0.03159866854548454,0.037352804094552994,0.04996778815984726,0.042729686945676804
