User,NoiseScale_0.2,NoiseScale_0.3,NoiseScale_0.5,NoiseScale_0.8,NoiseScale_1,NoiseScale_12
user1,0.03177145371834437,0.03428989772995313,0.03425074741244316,0.03493668884038925,0.03455898786584536,0.03252128014961878
user6,0.04133529091874758,0.033000281701485314,0.02992044948041439,0.03228872393568357,0.03370171537001928,0.036927507569392524
