User,NoiseScale_0.2,NoiseScale_0.3,NoiseScale_0.5,NoiseScale_0.8,NoiseScale_1,NoiseScale_12
user3,0.01954367570579052,0.019148218755920727,0.019302440186341602,0.019432467718919117,0.01935474822918574,0.019289263834555943
user4,0.03626711045702299,0.03951336691776911,0.03826901440819105,0.03810330480337143,0.03609822317957878,0.03384153296550115
user19,0.01294336374849081,0.013304463277260462,0.013032958221932253,0.013509801588952541,0.012983318728705248,0.013280701202650865
user27,0.020145909239848454,0.020473311344782513,0.02061694177488486,0.020440875242153805,0.020200721298654873,0.019182780136664707
user29,0.019086800515651703,0.019584059715270996,0.020387601107358932,0.020053715134660404,0.019535426671306293,0.019475009913245838
